open,high,low,close,volume,volume_from,tradecount
-2.084566167082376,-2.0849759059988417,-2.084248453429955,-2.0842500608187042,0.8429321957947622,0.482892799265053,1.0066129283992333
-2.0843502654786428,-2.085035394303872,-2.0842433522204864,-2.084991265814396,0.8188327990739045,0.45884170562086424,1.070403296510701
-2.0849843701888195,-2.08558608604187,-2.0849167118704113,-2.085480869114303,0.6346884565371509,0.27465535186418316,0.7168079231434971
-2.085473973825631,-2.086247256060638,-2.085515253781456,-2.08595347229963,1.0918082118368844,0.7303368954995079,1.090181127826803
-2.0858666767426577,-2.0864512159635997,-2.0861086944830314,-2.0856593703173942,1.25881333608755,0.8961099594425191,1.3090270835498166
-2.08573237574506,-2.086158873436021,-2.0850153352534813,-2.085434968804937,0.5151707024333251,0.1547521230040108,0.803158461812783
-2.0854178734089137,-2.085711861315363,-2.0849711247714153,-2.08556926971012,0.9549414991037931,0.594343692179558,0.8884970143554975
-2.085562374482278,-2.085837636588856,-2.0850136348503243,-2.0857800711309133,0.5574838004880072,0.19725906543061572,0.815001680606227
-2.085890476919447,-2.086670472859284,-2.0860253747283686,-2.086696377306781,0.9445920059271025,0.5837290729422421,0.9841624595226711
-2.086689482854522,-2.0875661967664585,-2.086952094448594,-2.087140080297322,0.8969864319945047,0.5360766431757058,1.0069388278476838
-2.087133186150383,-2.087336741875627,-2.086952094448594,-2.087366181821237,0.956096866442603,0.5949974148191134,1.1826144885642844
-2.087359287829883,-2.0879231265966425,-2.086708936797232,-2.0872811812483363,0.35732363971677505,-0.004489239121245196,0.752811280508659
-2.0872742871984915,-2.088086294519012,-2.0872292601630833,-2.0879883860148687,0.3386527257585468,-0.023434020114915886,0.6164400292306595
-2.0879100919212963,-2.0883701387173,-2.0872717702419927,-2.087565083161824,0.5235375179951973,0.16255233149272444,0.7072270967259203
-2.0874850887643417,-2.0882443634438075,-2.08738569725347,-2.088156687149212,0.5785269770364635,0.21775846484780254,0.8914759569855769
-2.088052892982033,-2.088021707216407,-2.087487721442852,-2.0881039867940134,1.0826117641267463,0.7207381670329085,1.273221171253705
-2.088001892603198,-2.088511210983516,-2.0877733891731234,-2.088338588375219,1.235720618606818,0.8726860542433673,1.246612721214213
-2.0884132956591306,-2.088691375564465,-2.0877733891731234,-2.087852385098228,0.41761196689608726,0.05599305627360612,0.6673405012274679
-2.087896491820273,-2.08731634588533,-2.087140839198952,-2.0865161760922315,0.9360330211894898,0.5750192277879528,1.008566509268894
-2.08650418147809,-2.086170771097027,-2.0859471561831753,-2.085734170821547,0.8663812386940506,0.5059070083969367,0.8951854487967533
-2.0857272757071765,-2.086155474104305,-2.084979626787197,-2.085450268908059,0.25287411741779053,-0.10950642072972779,0.6778395236133669
-2.0854433735983307,-2.0858291382595655,-2.0846395461559215,-2.084967465653984,0.6646535637104278,0.30466881125128487,0.7819343352366058
-2.0851067710980224,-2.0856965643226406,-2.085289100161657,-2.085897371921516,0.8603004140836418,0.5000187950165824,0.882132931187147
-2.085890476919447,-2.0856727690006283,-2.085034039688201,-2.084991265814396,0.4158833648506646,0.055045997252658255,0.5911464600408328
-2.084916369683707,-2.085725458642227,-2.0850051328345427,-2.085632170134066,0.7612236330707447,0.4011372210295648,0.7998629970644661
-2.085625274949507,-2.0855401950637034,-2.0848997078388476,-2.0846291633738403,0.593660737126595,0.23361071043318887,0.5937611461264325
-2.0846222674990944,-2.085093182943045,-2.084221246979453,-2.084532262720734,1.1741129041067613,0.8124567192190354,1.0673673244604684
-2.084525366779309,-2.084816137408188,-2.083712826435697,-2.0840936597645667,0.11471689824499413,-0.2493044408116747,0.5082657607112027
-2.0841428639380495,-2.0848569293887804,-2.0835189804758696,-2.0840630595583227,0.480269779154584,0.12008229456513932,0.6687796156879698
-2.08405616329403,-2.084846731393632,-2.083592097811594,-2.0841616602228874,0.3151389589829647,-0.046228350026735775,0.5036481971540062
-2.084154764026444,-2.085001400986712,-2.0845868336580744,-2.0853346681289144,1.0326015676332223,0.6717406570054706,1.1092324696964373
-2.085327772739639,-2.085706762317789,-2.0846412465590785,-2.0854366688163952,0.6327015004532364,0.27268981190325914,0.7948964424885675
-2.0854297734973084,-2.0862217610727676,-2.085397925963666,-2.0862390742245758,0.5266761028163368,0.16621711111697843,0.6947529193847852
-2.0861879791293156,-2.086794548466919,-2.085634282002402,-2.0861795738235456,0.5939722751403491,0.23363206742241066,0.894815205538737
-2.086172679015665,-2.086981511711301,-2.0870405154127254,-2.086942878968192,1.0597943151926565,0.6982602690690148,1.308796236319643
-2.0870311853927137,-2.0874693158125517,-2.0871289363768573,-2.087570183196198,1.0830231921524995,0.7212591280525893,1.3886243983431301
-2.087563289345221,-2.088023406882265,-2.088045453678144,-2.0881549871377536,1.2487844031319981,0.8856744856378164,1.462558125793667
-2.08823479433321,-2.089061902721513,-2.089359865318023,-2.089067893290705,1.3623604180287519,0.9979938871021085,1.6163763767500188
-2.089061000470329,-2.088924229787014,-2.0885504734155873,-2.0886632905636993,1.0740866274729453,0.7120111867693353,1.2579406783926455
-2.088532296543078,-2.0880251065481232,-2.0877869923983745,-2.087587183310778,0.7807933057525934,0.4200337096631116,1.2114647070828153
-2.087445988473901,-2.0882919540878317,-2.086975900092783,-2.087655183769099,0.2742098421265408,-0.08850014769526657,0.8190487116215144
-2.087558189307338,-2.08832764707085,-2.088507963336678,-2.0891834940698497,1.0545044067685567,0.6924916721880796,1.2540171088601932
